"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Leptospirosis","Confirmed cases","Reported cases","N","2016","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","IT","Italy",54.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","LT","Lithuania",18.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","LV","Latvia",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","MT","Malta",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","NL","Netherlands",95.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","PL","Poland",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","PT","Portugal",101.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","RO","Romania",65.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","SE","Sweden",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","SI","Slovenia",17.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","SK","Slovakia",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2016","UK","United Kingdom",76.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","AT","Austria",68.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","BE","Belgium",17.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","BG","Bulgaria",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","CZ","Czechia",21.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","DE","Germany",129.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","DK","Denmark",22.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EE","Estonia",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EL","Greece",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","ES","Spain",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EU27_21","EU (without UK)",834.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EU27_UK_21","EU (with UK until 2019)",932.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EUEEA30_21","EU/EEA (without UK)",834.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",932.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","FR","France",134.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","HR","Croatia",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","HU","Hungary",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","IE","Ireland",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","IT","Italy",32.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","LT","Lithuania",16.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","LV","Latvia",8.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","MT","Malta",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","NL","Netherlands",77.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","PL","Poland",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","PT","Portugal",117.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","RO","Romania",44.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","SE","Sweden",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","SI","Slovenia",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","SK","Slovakia",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2017","UK","United Kingdom",98.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","AT","Austria",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","BE","Belgium",20.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","BG","Bulgaria",15.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","CZ","Czechia",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","DE","Germany",117.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","DK","Denmark",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EE","Estonia",6.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EL","Greece",18.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","ES","Spain",65.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EU27_21","EU (without UK)",714.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EU27_UK_21","EU (with UK until 2019)",802.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EUEEA30_21","EU/EEA (without UK)",714.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",802.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","FR","France",129.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","HR","Croatia",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","HU","Hungary",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","IE","Ireland",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","IT","Italy",41.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","LT","Lithuania",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","LV","Latvia",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","MT","Malta",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","NL","Netherlands",45.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","PL","Poland",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","PT","Portugal",69.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","RO","Romania",51.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","SE","Sweden",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","SI","Slovenia",18.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","SK","Slovakia",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2018","UK","United Kingdom",88.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","AT","Austria",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","BE","Belgium",18.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","BG","Bulgaria",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","CZ","Czechia",24.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","DE","Germany",160.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","DK","Denmark",13.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EE","Estonia",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EL","Greece",27.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","ES","Spain",49.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EU27_21","EU (without UK)",957.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EU27_UK_21","EU (with UK until 2019)",1049.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EUEEA30_21","EU/EEA (without UK)",957.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",1049.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","FR","France",201.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","HR","Croatia",22.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","HU","Hungary",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","IE","Ireland",17.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","IT","Italy",34.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","LT","Lithuania",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","LV","Latvia",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","MT","Malta",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","NL","Netherlands",111.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","PL","Poland",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","PT","Portugal",82.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","RO","Romania",66.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","SE","Sweden",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","SI","Slovenia",59.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","SK","Slovakia",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2019","UK","United Kingdom",92.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","AT","Austria",11.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","BE","Belgium",11.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","BG","Bulgaria",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","CZ","Czechia",27.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","DE","Germany",120.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","DK","Denmark",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EE","Estonia",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EL","Greece",17.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","ES","Spain",20.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EU27_21","EU (without UK)",569.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EU27_UK_21","EU (with UK until 2019)",569.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EUEEA30_21","EU/EEA (without UK)",569.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",569.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","FR","France",129.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","HR","Croatia",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","HU","Hungary",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","IE","Ireland",25.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","IT","Italy",18.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","LT","Lithuania",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","LV","Latvia",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","MT","Malta",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","NL","Netherlands",60.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","PL","Poland",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","PT","Portugal",70.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","RO","Romania",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","SE","Sweden",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","SI","Slovenia",12.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2020","SK","Slovakia",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","AT","Austria",15.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","BE","Belgium",33.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","BG","Bulgaria",6.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","CZ","Czechia",30.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","DE","Germany",166.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","DK","Denmark",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EE","Estonia",8.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EL","Greece",21.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","ES","Spain",45.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EU27_21","EU (without UK)",839.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EU27_UK_21","EU (with UK until 2019)",839.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EUEEA30_21","EU/EEA (without UK)",839.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",839.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","FR","France",308.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","HR","Croatia",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","HU","Hungary",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","IE","Ireland",16.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","IT","Italy",26.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","LT","Lithuania",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","LV","Latvia",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","MT","Malta",6.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","NL","Netherlands",54.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","PL","Poland",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","PT","Portugal",43.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","RO","Romania",29.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","SE","Sweden",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","SI","Slovenia",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2021","SK","Slovakia",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","AT","Austria",10.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","BE","Belgium",13.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","BG","Bulgaria",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","CZ","Czechia",19.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","DE","Germany",154.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","DK","Denmark",8.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EE","Estonia",9.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EL","Greece",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","ES","Spain",50.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EU27_21","EU (without UK)",771.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EU27_UK_21","EU (with UK until 2019)",771.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EUEEA30_21","EU/EEA (without UK)",771.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",771.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","FR","France",245.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","HR","Croatia",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","HU","Hungary",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","IE","Ireland",13.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","IT","Italy",13.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","LT","Lithuania",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","LU","Luxembourg",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","LV","Latvia",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","MT","Malta",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","NL","Netherlands",87.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","PL","Poland",6.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","PT","Portugal",65.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","RO","Romania",45.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","SE","Sweden",2.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","SI","Slovenia",7.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2022","SK","Slovakia",1.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","AT","Austria",26.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","BE","Belgium",32.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","BG","Bulgaria",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","CY","Cyprus",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","CZ","Czechia",21.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","DE","Germany",234.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","DK","Denmark",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EE","Estonia",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EL","Greece",94.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","ES","Spain",62.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EU27_21","EU (without UK)",1261.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EU27_UK_21","EU (with UK until 2019)",1261.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EUEEA30_21","EU/EEA (without UK)",1261.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",1261.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","FI","Finland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","FR","France",269.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","HR","Croatia",14.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","HU","Hungary",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","IE","Ireland",43.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","IS","Iceland",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","IT","Italy",29.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","LT","Lithuania",0.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","LU","Luxembourg",3.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","LV","Latvia",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","MT","Malta",9.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","NL","Netherlands",114.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","PL","Poland",5.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","PT","Portugal",119.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","RO","Romania",110.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","SE","Sweden",4.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","SI","Slovenia",28.000000000,""
"Leptospirosis","Confirmed cases","Reported cases","N","2023","SK","Slovakia",4.000000000,""
